name,release_date,price_myr,tags,genres,peak_ccu,user_reviews_total,popularity,reviews
Halo: The Master Chief Collection,2019-12-03,RM179.96,"'Great Soundtrack', 'FPS', 'Classic', 'Multiplayer', 'Story Rich', 'Sci-fi', 'Co-op', 'First-Person', 'Epic', 'Shooter', 'Action', 'Singleplayer', 'Aliens', 'Lore-Rich', 'Beautiful', 'Space', 'Atmospheric', 'Adventure', 'Horror', 'Online Co-Op'",'Action',5735,206254,Highly Popular,Many Reviews
Z1 Battle Royale,2018-02-28,Free,"'Survival', 'Massively Multiplayer', 'Multiplayer', 'Open World', 'Battle Royale', 'PvP', 'FPS', 'Action', 'Shooter', 'Free to Play', 'Third-Person Shooter', 'Zombies', 'Co-op', 'Early Access', 'Online Co-Op', 'Adventure', 'First-Person', 'Violent', 'Gore', 'Walking Simulator'", 'Adventure'  'Free to Play'  'Massively Multiplayer' 'Action',1021,205407,Highly Popular,Many Reviews
Sekiro: Shadows Die Twice - GOTY Edition,2019-03-21,RM269.96,"'Souls-like', 'Difficult', 'Action', 'Singleplayer', 'Ninja', 'Stealth', 'Adventure', 'Third Person', 'Open World', 'Story Rich', 'Violent', 'Atmospheric', 'Assassin', 'Dark Fantasy', 'Hack and Slash', 'RPG', 'Great Soundtrack', 'Gore', 'Rhythm', 'Dark'", 'Adventure' 'Action',6120,205283,Highly Popular,Many Reviews
Battlefield 2042,2021-11-19,RM269.96,"'FPS', 'Shooter', 'Military', 'Multiplayer', 'War', 'Action', 'First-Person', 'Combat', 'Team-Based', 'Singleplayer', 'PvP', 'Futuristic', 'Vehicular Combat', 'Modern', 'Destruction', 'Physics', 'Cinematic', 'Adventure', 'Hero Shooter', 'Casual'", 'Adventure'  'Casual' 'Action',11149,202525,Highly Popular,Many Reviews
Forza Horizon 4,2021-03-09,RM269.96,"'Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Online Co-Op', 'Realistic', 'Singleplayer', 'Controller', 'Adventure', 'Arcade', 'Simulation', 'PvP', 'Exploration', 'Action', 'Sports', 'Atmospheric', 'Great Soundtrack', 'First-Person', 'Funny'",'Racing',6306,201882,Highly Popular,Many Reviews
Undertale,2015-09-15,RM44.96,"'Great Soundtrack', 'Story Rich', 'Choices Matter', 'Multiple Endings', 'Pixel Graphics', 'Funny', 'RPG', 'Singleplayer', 'Indie', 'Comedy', 'D 2', 'Replay Value', 'Bullet Hell', 'Cute', 'Memes', 'Retro', 'Dark', 'Psychological Horror', 'Dating Sim', 'Horror'", 'RPG' 'Indie',1165,200740,Highly Popular,Many Reviews
Lost Dream: Memories,2022-07-08,RM17.96,"'Adventure', 'Walking Simulator', 'Cute', 'D Platformer 3', 'D 3', 'Third Person', 'Casual', 'Relaxing', 'Cats', 'Dog', 'Controller', 'Abstract', 'Cartoony', 'Colorful', 'Stylized', 'Nature', 'Cinematic', 'Medieval', 'Linear', 'Singleplayer'", 'Casual'  'Indie' 'Adventure',0,200696,Low Popularity,Many Reviews
Sunland Hike,2023-09-25,RM8.96,"'Adventure', 'Casual', 'Walking Simulator', 'D Platformer 3', 'Collectathon', 'D 3', 'Colorful', 'Cute', 'First-Person', 'Cartoon', 'Cartoony', 'Cinematic', 'Stylized', 'Family Friendly', 'Fantasy', 'Nature', 'Relaxing', 'Linear', 'Open World', 'Singleplayer'", 'Casual'  'Indie' 'Adventure',0,200696,Low Popularity,Many Reviews
Cozy Trip,2023-09-13,RM8.96,"'Adventure', 'Casual', 'Walking Simulator', 'Collectathon', 'Exploration', 'D 3', 'Abstract', 'Anime', 'Colorful', 'Cute', 'First-Person', 'Minimalist', 'Cozy', 'Stylized', 'Family Friendly', 'Fantasy', 'Medieval', 'Nature', 'Relaxing', 'Linear'", 'Casual'  'Indie' 'Adventure',0,200696,Low Popularity,Many Reviews
Leafy Trails: Magic Tree,2023-09-20,RM8.96,"'Adventure', 'Casual', 'Simulation', 'Walking Simulator', 'D Platformer 3', 'Exploration', 'D 3', 'Colorful', 'Cute', 'Third Person', 'Atmospheric', 'Cats', 'Emotional', 'Family Friendly', 'Fantasy', 'Investigation', 'Mystery', 'Open World', 'Singleplayer', 'Fox'", 'Casual'  'Indie'  'Simulation' 'Adventure',0,200694,Low Popularity,Many Reviews
Finnish Roller,2017-01-31,RM4.46,"'Indie', 'Simulation', 'Casual', 'Adventure', 'Action', 'Arcade', 'Platformer', 'Side Scroller', 'D 3', 'Realistic', 'Top-Down', 'Driving', 'Memes', 'Sci-fi', 'Open World', 'Physics', 'Character Customization', 'Singleplayer'", 'Adventure'  'Casual'  'Indie'  'Simulation' 'Action',0,200684,Low Popularity,Many Reviews
Target G,2023-02-23,RM8.96,"'Casual', 'Racing', 'Shooter', 'Mature', 'Battle Royale', 'Nudity', 'Platformer', 'Quick-Time Events', 'Looter Shooter', 'D Platformer 2', 'FPS', 'D 2', 'Anime', 'Cartoon', 'Cute', 'Combat', 'Naval Combat', 'Singleplayer', 'Sexual Content'", 'Racing' 'Casual',0,200684,Low Popularity,Many Reviews
Glam Descent,2023-08-04,RM6.26,, 'Racing' 'Casual',0,200684,Low Popularity,Many Reviews
Babe Balloon Blast,2023-07-13,RM8.96,"'Casual', 'Adventure', 'Action-Adventure', 'Tower Defense', 'Shooter', 'D Platformer 2', 'Looter Shooter', 'Bullet Hell', 'Hero Shooter', 'D 2', 'Anime', 'Cartoony', 'Racing', 'Fantasy', 'Automation', 'Singleplayer', 'Hentai', 'Nudity', 'Indie'", 'Indie' 'Casual',0,200684,Low Popularity,Many Reviews
Hentai: Police Force,2023-12-15,RM4.46,, 'Indie' 'Casual',0,200680,Low Popularity,Many Reviews
Jigsaw Puzzle Nature,2023-11-10,RM8.96,"'Strategy', 'Casual', 'Board Game', 'Point & Click', 'Puzzle', 'Tabletop', 'Clicker', 'Hidden Object', 'D 2', 'Cartoony', 'Colorful', 'Cute', 'Dog', 'Memes', 'Nature', 'Relaxing', 'Singleplayer', 'Wholesome', 'Cozy', 'Family Friendly'", 'Indie'  'Strategy' 'Casual',0,200680,Low Popularity,Many Reviews
Hike Trip,2023-01-27,RM8.96,"'Adventure', 'Casual', 'Simulation', 'Walking Simulator', 'D Platformer 3', 'D 3', 'Cinematic', 'Colorful', 'Cute', 'First-Person', 'Stylized', 'Atmospheric', 'Family Friendly', 'Fantasy', 'Nature', 'Relaxing', 'Linear', 'Singleplayer', 'Open World'", 'Casual'  'Simulation' 'Adventure',0,200680,Low Popularity,Many Reviews
Tribe Explorer,2022-08-24,RM4.46,"'Casual', 'Retro', 'Arcade', 'Platformer', 'Action', 'D Platformer 2', 'Pixel Graphics', 'Puzzle', 'Music', 'Controller', 'Old School', 'D 2', 'Cartoon', 'Cartoony', 'Cute', 'Linear', 'PvE', 'Tutorial', 'Singleplayer', 'Hardware'", 'Casual'  'Indie' 'Action',1,200680,Highly Popular,Many Reviews
X-Sports,2023-01-12,RM8.96,"'Action', 'Casual', 'Mature', 'Rhythm', 'Action Roguelike', 'Nudity', 'Action-Adventure', 'Dragons', 'Sexual Content', 'Shooter', 'D Platformer 2', 'Idler', 'D 2', 'Cartoon', 'Female Protagonist', 'Singleplayer'", 'Casual' 'Action',0,200680,Low Popularity,Many Reviews
Leafy Trails: Lost Soul,2023-09-26,RM8.96,"'Adventure', 'Casual', 'Walking Simulator', 'D Platformer 3', 'Exploration', 'D 3', 'Cute', 'Third Person', 'Emotional', 'Family Friendly', 'Fantasy', 'Nature', 'Relaxing', 'Linear', 'Open World', 'Singleplayer', 'Cats', 'Cozy', 'Fox', 'Wholesome'", 'Casual'  'Indie' 'Adventure',0,200680,Low Popularity,Many Reviews
Fall Valley,2023-10-20,RM13.46,"'Adventure', 'Casual', 'Walking Simulator', 'Exploration', 'D 3', 'Colorful', 'Cute', 'First-Person', 'Minimalist', 'Stylized', 'Atmospheric', 'Family Friendly', 'Fantasy', 'Nature', 'Relaxing', 'Linear', 'Singleplayer', 'Wholesome', 'Cozy', 'Indie'", 'Casual'  'Indie' 'Adventure',0,200677,Low Popularity,Many Reviews
Lost Ark,2022-02-11,Free,"'MMORPG', 'Free to Play', 'Action RPG', 'Multiplayer', 'Hack and Slash', 'RPG', 'Character Customization', 'Massively Multiplayer', 'Action', 'Sexual Content', 'Adventure', 'Fantasy', 'PvE', 'PvP', 'Isometric', 'Class-Based', 'Online Co-Op', 'Singleplayer', 'Violent', 'Gore'", 'Adventure'  'Free to Play'  'Massively Multiplayer'  'RPG' 'Action',40883,199582,Highly Popular,Many Reviews
Doki Doki Literature Club!,2017-10-06,Free,"'Psychological Horror', 'Visual Novel', 'Anime', 'Free to Play', 'Dating Sim', 'Horror', 'Cute', 'Dark', 'Story Rich', 'Romance', 'Singleplayer', 'Great Soundtrack', 'Gore', 'Violent', 'Indie', 'Sexual Content', 'Memes', 'First-Person', 'Casual', 'Adventure'", 'Free to Play'  'Indie' 'Casual',412,198828,Highly Popular,Many Reviews
Titanfall 2,2020-06-18,RM134.95,"'FPS', 'Mechs', 'Multiplayer', 'Shooter', 'Action', 'Singleplayer', 'Parkour', 'Sci-fi', 'First-Person', 'Futuristic', 'PvP', 'Combat', 'Military', 'Fast-Paced', 'Team-Based', 'Time Travel', 'Hero Shooter', 'Violent', 'Co-op', 'Gore'",'Action',3814,193390,Highly Popular,Many Reviews
SCP: Secret Laboratory,2017-12-29,Free,"'Free to Play', 'Multiplayer', 'Horror', 'First-Person', 'Co-op', 'Survival Horror', 'Shooter', 'Online Co-Op', 'FPS', 'Action', 'Memes', 'Survival', 'Sci-fi', 'Psychological Horror', 'Atmospheric', 'Strategy', 'Difficult', 'Indie', 'Adventure', 'Fantasy'", 'Free to Play' 'Action',7944,190592,Highly Popular,Many Reviews
Cities: Skylines,2015-03-10,RM40.46,"'City Builder', 'Simulation', 'Building', 'Management', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Economy', 'Resource Management', 'Mod', 'Realistic', 'Replay Value', 'Casual', 'Modern', 'Real-Time with Pause', 'Family Friendly', 'Great Soundtrack', 'Funny', 'Action'", 'Strategy' 'Simulation',12163,190222,Highly Popular,Many Reviews
Hogwarts Legacy,2023-02-10,RM269.96,"'Magic', 'Fantasy', 'Open World', 'Singleplayer', 'Adventure', 'RPG', 'Character Customization', 'Exploration', 'Story Rich', 'Third Person', 'Action-Adventure', 'Atmospheric', 'Action RPG', 'Action', 'Combat', 'Choices Matter', 'Puzzle', 'Great Soundtrack', 'Dark', 'Family Friendly'", 'Adventure'  'RPG' 'Action',7491,189926,Highly Popular,Many Reviews
Mount & Blade II: Bannerlord,2022-10-25,RM224.96,"'Medieval', 'Strategy', 'Open World', 'RPG', 'War', 'Sandbox', 'Multiplayer', 'Singleplayer', 'Action', 'Character Customization', 'Simulation', 'Moddable', 'Adventure', 'Horses', 'Realistic', 'Third Person', 'First-Person', 'Historical', 'Great Soundtrack', 'Early Access'", 'Indie'  'RPG'  'Simulation'  'Strategy' 'Action',17106,189670,Highly Popular,Many Reviews
鬼谷八荒 Tale of Immortal,2023-05-26,RM89.96,"'Management', 'Singleplayer', 'Simulation', 'Tactical RPG', 'Mythology', 'Sandbox', 'Action', 'RPG', 'Choose Your Own Adventure', 'Dating Sim', 'Adventure', 'Exploration', 'Hack and Slash', 'D 2', 'Story Rich', 'Action RPG', 'Procedural Generation', 'Action-Adventure', 'Hand-drawn', 'Strategy RPG'", 'Adventure'  'Indie'  'RPG'  'Simulation' 'Action',3040,188509,Highly Popular,Many Reviews
Borderlands 2,2012-09-17,RM89.96,"'Loot', 'Shooter', 'Action', 'Multiplayer', 'Co-op', 'Looter Shooter', 'FPS', 'RPG', 'First-Person', 'Funny', 'Comedy', 'Open World', 'Combat', 'Online Co-Op', 'Adventure', 'Action RPG', 'Dark Humor', 'Singleplayer', 'Memes', 'Sci-fi'", 'RPG' 'Action',2532,188474,Highly Popular,Many Reviews
Risk of Rain 2,2020-08-11,RM112.46,"'Third-Person Shooter', 'Action Roguelike', 'Multiplayer', 'Co-op', 'Action', 'Rogue-lite', 'Looter Shooter', 'Rogue-like', 'Loot', 'Online Co-Op', 'Shooter', 'Difficult', 'Third Person', 'Indie', 'Great Soundtrack', 'Survival', 'Singleplayer', 'Soundtrack', 'Early Access', 'Bullet Hell'", 'Indie' 'Action',9823,183779,Highly Popular,Many Reviews
The Elder Scrolls V: Skyrim,2011-11-10,RM89.96,"'Open World', 'RPG', 'Fantasy', 'Adventure', 'Dragons', 'Moddable', 'First-Person', 'Action', 'Medieval', 'Singleplayer', 'Magic', 'Story Rich', 'Great Soundtrack', 'Sandbox', 'Lore-Rich', 'Atmospheric', 'Character Customization', 'Action RPG', 'Third Person', 'Epic'",'RPG',2798,180975,Highly Popular,Many Reviews
Battlefield V,2020-10-22,RM224.96,"'FPS', 'Multiplayer', 'Singleplayer', 'World War II', 'Shooter', 'War', 'Military', 'First-Person', 'Massively Multiplayer', 'PvP', 'Combat', 'Open World', 'Action', 'Historical', 'Destruction', 'Battle Royale', 'Atmospheric', 'Sexual Content', 'Violent', 'Female Protagonist'",'Action',19910,180401,Highly Popular,Many Reviews
Sons Of The Forest,2024-02-22,RM134.95,"'Survival', 'Open World', 'Multiplayer', 'Survival Horror', 'Co-op', 'Base-Building', 'Crafting', 'Horror', 'First-Person', 'Exploration', 'Building', 'Adventure', 'Singleplayer', 'Atmospheric', 'Action-Adventure', 'Sandbox', 'Action', 'Simulation', 'Early Access', 'Immersive Sim'", 'Adventure'  'Indie'  'Simulation' 'Action',6197,172649,Highly Popular,Many Reviews
Halo Infinite,2021-11-15,Free,"'Free to Play', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'Action', 'First-Person', 'Open World', 'Sci-fi', 'Co-op', 'PvP', 'Competitive', 'Story Rich', 'Space', 'Adventure', 'Aliens', 'Lore-Rich', 'Cinematic', 'Atmospheric', 'Soundtrack'", 'Free to Play' 'Action',4761,170908,Highly Popular,Many Reviews
Fallout: New Vegas,2010-10-19,RM44.96,"'Open World', 'RPG', 'Post-apocalyptic', 'Singleplayer', 'Moddable', 'Story Rich', 'Exploration', 'First-Person', 'Action', 'Adventure', 'FPS', 'Sci-fi', 'Western', 'Atmospheric', 'Action RPG', 'Character Customization', 'Survival', 'Sandbox', 'Shooter', 'Third Person'", 'RPG' 'Action',26435,167244,Highly Popular,Many Reviews
THE FINALS,2023-12-07,Free,, 'Free to Play' 'Action',0,164626,Low Popularity,Many Reviews
Life is Strange - Episode 1,2015-01-29,Free,"'Story Rich', 'Choices Matter', 'Great Soundtrack', 'Female Protagonist', 'Time Travel', 'Atmospheric', 'Episodic', 'Singleplayer', 'Adventure', 'Time Manipulation', 'Multiple Endings', 'Mystery', 'Third Person', 'Point & Click', 'Indie', 'Walking Simulator', 'Casual', 'Action', 'Memes', 'LGBTQ+'", 'Adventure' 'Action',279,164327,Highly Popular,Many Reviews
Muck,2021-06-05,Free,, 'Adventure'  'Free to Play'  'Indie' 'Action',0,164045,Low Popularity,Many Reviews
Forza Horizon 5,2021-11-08,RM269.96,"'Racing', 'Open World', 'Driving', 'Multiplayer', 'Automobile Sim', 'Realistic', 'Adventure', 'Simulation', 'Arcade', 'Exploration', 'First-Person', 'Atmospheric', 'Co-op', 'Sports', 'PvP', 'Online Co-Op', 'Singleplayer', 'Beautiful', 'Action', 'Third Person'", 'Adventure'  'Racing'  'Simulation'  'Sports' 'Action',16576,163512,Highly Popular,Many Reviews
DOOM Eternal,2020-03-19,RM179.96,"'FPS', 'Action', 'Great Soundtrack', 'Gore', 'Fast-Paced', 'Violent', 'Demons', 'Shooter', 'First-Person', 'Singleplayer', 'Blood', 'Multiplayer', 'Sci-fi', 'Post-apocalyptic', 'Atmospheric', 'Mature', 'Story Rich', 'Difficult', 'Adventure', 'Horror'",'Action',1311,161939,Highly Popular,Many Reviews
The Elder Scrolls V: Skyrim Special Edition,2016-10-27,RM179.96,"'Open World', 'RPG', 'Adventure', 'Singleplayer', 'Fantasy', 'Character Customization', 'Moddable', 'Dragons', 'Story Rich', 'Magic', 'First-Person', 'Action', 'Atmospheric', 'Great Soundtrack', 'Third Person', 'Stealth', 'Classic', 'Remake', 'Female Protagonist', 'Walking Simulator'",'RPG',26485,160960,Highly Popular,Many Reviews
RimWorld,2018-10-17,RM157.46,"'Colony Sim', 'Base-Building', 'Survival', 'Strategy', 'Sandbox', 'Management', 'Building', 'Simulation', 'Singleplayer', 'Moddable', 'City Builder', 'Open World', 'Procedural Generation', 'D 2', 'Sci-fi', 'Indie', 'Space', 'Tactical RPG', 'Western', 'Cartoony'", 'Simulation'  'Strategy' 'Indie',27753,158064,Highly Popular,Many Reviews
Hunt: Showdown,2019-08-27,RM179.96,"'Open World', 'Extraction Shooter', 'Atmospheric', 'Tactical', 'Multiplayer', 'FPS', 'Perma Death', 'Shooter', 'PvP', 'Western', 'Horror', 'Survival Horror', 'Online Co-Op', 'Difficult', 'Co-op', 'Battle Royale', 'Team-Based', 'Action', 'Gore', 'Zombies'",'Action',14573,157149,Highly Popular,Many Reviews
Divinity: Original Sin 2 - Definitive Edition,2017-09-14,RM202.46,"'Tactical RPG', 'RPG', 'Turn-Based Strategy', 'Story Rich', 'Fantasy', 'Exploration', 'CRPG', 'Character Customization', 'Party-Based RPG', 'Strategy RPG', 'PvP', 'Female Protagonist', 'Co-op Campaign', 'Local Co-Op', 'Choices Matter', 'Isometric', 'Romance', 'Strategy', 'Moddable', 'Funny'", 'RPG'  'Strategy' 'Adventure',6547,156394,Highly Popular,Many Reviews
Human Fall Flat,2016-07-22,RM89.96,"'Co-op', 'Funny', 'Puzzle', 'Adventure', 'Physics', 'Sandbox', 'Puzzle-Platformer', 'Action', 'Open World', 'Multiplayer', 'Local Co-Op', 'Indie', 'Comedy', 'Local Multiplayer', 'Parkour', 'Casual', 'Split Screen', 'D Platformer 3', 'Singleplayer', 'Simulation'", 'Casual'  'Indie'  'Simulation' 'Adventure',733,153456,Highly Popular,Many Reviews
Half-Life 2,2004-11-16,RM44.96,"'FPS', 'Action', 'Sci-fi', 'Classic', 'Singleplayer', 'Story Rich', 'Shooter', 'First-Person', 'Adventure', 'Dystopian', 'Atmospheric', 'Silent Protagonist', 'Zombies', 'Physics', 'Aliens', 'Great Soundtrack', 'Horror', 'Puzzle', 'Multiplayer', 'Moddable'",'Action',815,152149,Highly Popular,Many Reviews
Arma 3,2013-09-12,RM134.95,"'Military', 'Action', 'Multiplayer', 'Simulation', 'Shooter', 'Realistic', 'First-Person', 'Open World', 'Tactical', 'FPS', 'War', 'Co-op', 'Strategy', 'Sandbox', 'Singleplayer', 'Moddable', 'Combat', 'Online Co-Op', 'Team-Based', 'Third-Person Shooter'", 'Simulation'  'Strategy' 'Action',10485,151498,Highly Popular,Many Reviews
Crab Game,2021-10-29,Free,, 'Casual'  'Free to Play'  'Indie'  'Racing' 'Action',0,150738,Low Popularity,Many Reviews
Counter-Strike,2000-11-01,RM44.96,"'Action', 'FPS', 'Multiplayer', 'Shooter', 'Classic', 'Team-Based', 'First-Person', 'Competitive', 'Tactical', 's"": 1231,', ': 1215,', ': 907,', ': 807,', ': 647,', ': 628,', ': 312,', ': 296,', ': 276,', ': 237,'",'Action',11703,149589,Highly Popular,Many Reviews
Factorio,2020-08-14,RM157.50,"'Automation', 'Base-Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Multiplayer', 'Survival', 'Management', 'Open World', 'Building', 'Co-op', 'D 2', 'Moddable', 'Singleplayer', 'Trains', 'Simulation', 'Pixel Graphics', 'City Builder', 'Indie'", 'Indie'  'Simulation'  'Strategy' 'Casual',13628,145837,Highly Popular,Many Reviews
Tomb Raider,2013-03-04,RM67.46,"'Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Singleplayer', 'Story Rich', 'Third-Person Shooter', 'Multiplayer', 'Exploration', 'Action-Adventure', 'Quick-Time Events', 'Atmospheric', 'Shooter', 'Puzzle', 'Stealth', 'Cinematic', 'Platformer', 'RPG', 'Reboot', 'D Vision 3'", 'Adventure' 'Action',1526,143473,Highly Popular,Many Reviews
Cuphead,2017-09-29,RM89.96,"'Difficult', 'Cartoon', 'Co-op', 'Platformer', 'Great Soundtrack', 'Local Co-Op', 'D 2', 'Hand-drawn', 'Multiplayer', 'Indie', 'Retro', 'Cartoony', 'Bullet Hell', 'Action', 'Em Up"": 765,', ': 707,', ': 693,', ': 666,', ': 627,'", 'Indie' 'Action',1536,142901,Highly Popular,Many Reviews
It Takes Two,2021-03-25,RM179.96,"'Co-op', 'Multiplayer', 'Split Screen', 'Local Co-Op', 'Puzzle', 'Online Co-Op', 'Adventure', 'Story Rich', 'Local Multiplayer', 'Co-op Campaign', 'Puzzle-Platformer', 'D Platformer 3', 'Action-Adventure', 'Platformer', 'Emotional', 'Action', 'Exploration', 'Atmospheric', 'Minigames', 'Female Protagonist'", 'Adventure' 'Action',4319,141660,Highly Popular,Many Reviews
Far Cry 5,2018-03-26,RM269.96,"'Action-Adventure', 'Open World', 'Multiplayer', 'Co-op', 'FPS', 'Shooter', 'Exploration', 'Realistic', 'America', 'First-Person', 'Story Rich', 'Hunting', 'D 3', 'Action', 'Adventure', 'Stealth', 'Survival', 'Atmospheric', 'Nature', 'Psychedelic'", 'Adventure' 'Action',2289,141032,Highly Popular,Many Reviews
World of Tanks Blitz,2016-11-09,Free,"'Tanks', 'Free to Play', 'Shooter', 'Action', 'FPS', 'Massively Multiplayer', 'Real Time Tactics', 'PvP', 'World War II', 'Strategy', 'Multiplayer', 'Online Co-Op', 'Team-Based', 'War', 'Realistic', 'Competitive', 'D Platformer 3', 'Singleplayer', 'Military', 'Vehicular Combat'", 'Free to Play'  'Massively Multiplayer' 'Action',13069,139839,Highly Popular,Many Reviews
World of Warships,2017-11-15,Free,"'Naval Combat', 'Free to Play', 'Naval', 'World War II', 'Massively Multiplayer', 'Multiplayer', 'Action', 'Tactical', 'PvP', 'Historical', 'Military', 'Online Co-Op', 'Team-Based', 'Realistic', 'Shooter', 'Simulation', 'PvE', 'Third-Person Shooter', 'War', 'Co-op'", 'Free to Play'  'Massively Multiplayer'  'Simulation' 'Action',18562,139339,Highly Popular,Many Reviews
Assassin's Creed Odyssey,2018-10-05,RM40.46,"'Open World', 'RPG', 'Singleplayer', 'Historical', 'Action', 'Assassin', 'Third Person', 'Adventure', 'Mythology', 'Multiple Endings', 'Stealth', 'Story Rich', 'Female Protagonist', 'Parkour', 'Choices Matter', 'Exploration', 'Action RPG', 'Action-Adventure', 'Multiplayer', 'Choose Your Own Adventure'", 'Adventure'  'RPG' 'Action',8652,139134,Highly Popular,Many Reviews
Ready or Not,2023-12-13,RM224.96,"'Tactical', 'Realistic', 'FPS', 'Shooter', 'Multiplayer', 'Co-op', 'Singleplayer', 'First-Person', 'Horror', 'Action', 'Violent', 'Gun Customization', 'Combat', 'Crime', 'Modern', 'Gore', 'Atmospheric', 'America', 'Co-op Campaign', 'Psychological Horror'", 'Adventure'  'Indie' 'Action',4644,138598,Highly Popular,Many Reviews
